block,labeler,image_id,file,raw,year,month,day,final_date,format,tags,ts
12,서영,000003,000003.jpg,2026.05.12 t,2026,05,12,2026-05-12,YYYY.MM.DD,t,2026-09-12T09:35:08
12,서영,000014,000014.jpg,26.01.31,2026,01,31,2026-01-31,YY.MM.DD,,2026-09-12T09:35:11
12,서영,000016,000016.jpg,2026.01.22,2026,01,22,2026-01-22,YYYY.MM.DD,,2026-09-12T09:35:14
12,서영,000017,000017.jpg,2026.11.25,2026,11,25,2026-11-25,YYYY.MM.DD,,2026-09-12T09:35:17
12,서영,000023,000023.jpg,25.10.10,2025,10,10,2025-10-10,YY.MM.DD,,2026-09-12T09:35:22
12,서영,000030,000030.jpg,28.08.17,2017,08,28,2017-08-28,DD.MM.YY,,2026-09-12T09:35:26
12,서영,000056,000056.jpg,2026.07.11 2,2026,07,11,2026-07-11,YYYY.MM.DD,2,2026-09-12T09:35:32
12,서영,000074,000074.jpg,2026.08.28,2026,08,28,2026-08-28,YYYY.MM.DD,,2026-09-12T09:35:36
12,서영,000076,000076.jpg,2026.08.17,2026,08,17,2026-08-17,YYYY.MM.DD,,2026-09-12T09:35:39
12,서영,000152,000152.jpg,2026.07.31,2026,07,31,2026-07-31,YYYY.MM.DD,,2026-09-12T09:35:42
12,서영,000161,000161.jpg,2027.05.10,2027,05,10,2027-05-10,YYYY.MM.DD,,2026-09-12T09:35:49
12,서영,000175,000175.jpg,2026.06.28 2,2026,06,28,2026-06-28,YYYY.MM.DD,2,2026-09-12T09:35:55
12,서영,000179,000179.jpg,2026.06.29 2,2026,06,29,2026-06-29,YYYY.MM.DD,2,2026-09-12T09:36:00
12,서영,000189,000189.jpg,2026.08.25,2026,08,25,2026-08-25,YYYY.MM.DD,,2026-09-12T09:36:03
12,서영,000192,000192.jpg,2026.06.24,2026,06,24,2026-06-24,YYYY.MM.DD,,2026-09-12T09:36:07
12,서영,000213,000213.jpg,2026.03.20,2026,03,20,2026-03-20,YYYY.MM.DD,,2026-09-12T09:36:12
12,서영,000221,000221.jpg,2026.07.15,2026,07,15,2026-07-15,YYYY.MM.DD,,2026-09-12T09:36:15
12,서영,000223,000223.jpg,2026.08.13,2026,08,13,2026-08-13,YYYY.MM.DD,,2026-09-12T09:36:18
12,서영,000225,000225.jpg,2026.04.06,2026,04,06,2026-04-06,YYYY.MM.DD,,2026-09-12T09:36:22
12,서영,000235,000235.jpg,2026.03.08,2026,03,08,2026-03-08,YYYY.MM.DD,,2026-09-12T09:36:25
12,서영,000236,000236.jpg,2026.04.08,2026,04,08,2026-04-08,YYYY.MM.DD,,2026-09-12T09:36:28
12,서영,000238,000238.jpg,2026.09.10 2,2026,09,10,2026-09-10,YYYY.MM.DD,2,2026-09-12T09:36:33
12,서영,000241,000241.jpg,2027.08.10,2027,08,10,2027-08-10,YYYY.MM.DD,,2026-09-12T09:36:36
12,서영,000259,000259.jpg,2025.11.09,2025,11,09,2025-11-09,YYYY.MM.DD,,2026-09-12T09:36:39
12,서영,000280,000280.jpg,2026.03.23,2026,03,23,2026-03-23,YYYY.MM.DD,,2026-09-12T09:36:42
12,서영,000286,000286.jpg,2027.03.11,2027,03,11,2027-03-11,YYYY.MM.DD,,2026-09-12T09:36:45
12,서영,000288,000288.jpg,2028.07.25 b,2028,07,25,2028-07-25,YYYY.MM.DD,b,2026-09-12T09:36:52
